date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:04:50	771/771	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Dec%202024%2007:34:50%20GMT	https://www.indonez.com/html-demo/equity/https://getuikit.com/docs/introduction	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/https_/getuikit.com/docs/introduction.4c.delayed	(from https://www.indonez.com/html-demo/equity/blog/the-typical-us-household-is-spending-445-more-a.html)
13:04:51	11208/11208	---M-Z	200	added ('OK')	text/html	etag:%222bc8-66c81dbd-c8a053e99148fce1;gz%22	https://www.indonez.com/html-demo/equity/blog-find.html?tag=inflation	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/blog-finde483.html	(from https://www.indonez.com/html-demo/equity/blog/the-typical-us-household-is-spending-445-more-a.html)
13:04:52	11208/11208	---M-Z	200	added ('OK')	text/html	etag:%222bc8-66c81dbd-c8a053e99148fce1;gz%22	https://www.indonez.com/html-demo/equity/blog-find.html?tag=usa	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/blog-find2623.html	(from https://www.indonez.com/html-demo/equity/blog/the-typical-us-household-is-spending-445-more-a.html)
13:04:53	4108/4108	---M-Z	200	added ('OK')	application/x-javascript	etag:%22100c-646b167e-fda314998a3cc760;gz%22	https://www.indonez.com/html-demo/equity/js/vendors/share-buttons.min.js	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/js/vendors/share-buttons.min.js	(from https://www.indonez.com/html-demo/equity/blog/the-typical-us-household-is-spending-445-more-a.html)
13:04:54	0/-1	---M--	302	error ('')			https://www.indonez.com/html-demo/equity/https://getuikit.com/docs/introduction	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/https_/getuikit.com/docs/introduction.50.delayed	(from https://www.indonez.com/html-demo/equity/blog/biden-and-harris-celebrate-kwanzaa-in-social-media.html)
13:04:54	11208/11208	---M-Z	200	added ('OK')	text/html	etag:%222bc8-66c81dbd-c8a053e99148fce1;gz%22	https://www.indonez.com/html-demo/equity/blog-find.html?tag=biden	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/blog-find7327.html	(from https://www.indonez.com/html-demo/equity/blog/biden-and-harris-celebrate-kwanzaa-in-social-media.html)
13:04:54	0/-1	---M--	302	error ('')			https://www.indonez.com/html-demo/equity/https://getuikit.com/docs/introduction	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/https_/getuikit.com/docs/introduction.52.delayed	(from https://www.indonez.com/html-demo/equity/blog/amazons-started-to-deliver-orders-by-drones-in-california.html)
13:04:56	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Wed,%2004%20Dec%202024%2007:34:56%20GMT	https://www.indonez.com/html-demo/equity/img/blockit/in-team-1.png	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/img/blockit/in-team-1.png	(from https://www.indonez.com/html-demo/equity/about.html)
13:04:56	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Wed,%2004%20Dec%202024%2007:34:56%20GMT	https://www.indonez.com/html-demo/equity/img/blockit/in-team-2.png	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/img/blockit/in-team-2.png	(from https://www.indonez.com/html-demo/equity/about.html)
13:04:56	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Wed,%2004%20Dec%202024%2007:34:56%20GMT	https://www.indonez.com/html-demo/equity/img/user/image-featured-a4DfvV.jpg	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/img/user/image-featured-a4DfvV.jpg	(from https://www.indonez.com/html-demo/equity/blog.html)
13:05:02	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Wed,%2004%20Dec%202024%2007:34:55%20GMT	https://www.indonez.com/html-demo/equity/fonts/archivo-v18-latin-regular.woff2	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/fonts/archivo-v18-latin-regular.woff2	(from https://www.indonez.com/html-demo/equity/index.html)
13:05:03	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Wed,%2004%20Dec%202024%2007:34:57%20GMT	https://www.indonez.com/html-demo/equity/img/blockit/in-team-7.png	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/img/blockit/in-team-7.png	(from https://www.indonez.com/html-demo/equity/help-center.html)
13:05:03	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Wed,%2004%20Dec%202024%2007:34:57%20GMT	https://www.indonez.com/html-demo/equity/img/blockit/in-team-8.png	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/img/blockit/in-team-8.png	(from https://www.indonez.com/html-demo/equity/help-center.html)
13:05:04	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Wed,%2004%20Dec%202024%2007:34:57%20GMT	https://www.indonez.com/html-demo/equity/img/user/author-85z9UC.jpg	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/img/user/author-85z9UC.jpg	(from https://www.indonez.com/html-demo/equity/blog.html)
13:05:04	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Wed,%2004%20Dec%202024%2007:35:03%20GMT	https://www.indonez.com/html-demo/equity/img/blockit/in-team-6.png	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/img/blockit/in-team-6.png	(from https://www.indonez.com/html-demo/equity/help-center.html)
13:05:05	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Wed,%2004%20Dec%202024%2007:35:04%20GMT	https://www.indonez.com/html-demo/equity/img/in-signin-image.jpg	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/img/in-signin-image.jpg	(from https://www.indonez.com/html-demo/equity/signin.html)
13:05:05	16224/16224	---M--	200	added ('OK')	application/x-font-woff	etag:%223f60-6461993e-87d45703d1efe7f8;;;%22	https://www.indonez.com/html-demo/equity/fonts/archivo-v18-latin-300.woff	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/fonts/archivo-v18-latin-300.woff	(from https://www.indonez.com/html-demo/equity/css/style.css)
13:05:05	12652/12652	---M--	200	added ('OK')	font/woff2	etag:%22316c-6461993e-273d567393f4eb73;;;%22	https://www.indonez.com/html-demo/equity/fonts/archivo-v18-latin-regular.woff2	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/fonts/archivo-v18-latin-regular.woff2	(from https://www.indonez.com/html-demo/equity/fonts/archivo-v18-latin-regular.woff2)
13:05:05	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Wed,%2004%20Dec%202024%2007:35:05%20GMT	https://www.indonez.com/html-demo/equity/img/blockit/in-team-3.png	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/img/blockit/in-team-3.png	(from https://www.indonez.com/html-demo/equity/help-center.html)
13:05:05	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Wed,%2004%20Dec%202024%2007:35:05%20GMT	https://www.indonez.com/html-demo/equity/img/blockit/in-testimoni-2.png	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/img/blockit/in-testimoni-2.png	(from https://www.indonez.com/html-demo/equity/customers.html)
13:05:06	16260/16260	---M--	200	added ('OK')	application/x-font-woff	etag:%223f84-6461993e-dbf3ce9274a28a1;;;%22	https://www.indonez.com/html-demo/equity/fonts/archivo-v18-latin-regular.woff	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/fonts/archivo-v18-latin-regular.woff	(from https://www.indonez.com/html-demo/equity/css/style.css)
13:05:07	16060/16060	---M--	200	added ('OK')	application/x-font-woff	etag:%223ebc-6461993e-8869b0988a60a2a8;;;%22	https://www.indonez.com/html-demo/equity/fonts/archivo-v18-latin-700.woff	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/fonts/archivo-v18-latin-700.woff	(from https://www.indonez.com/html-demo/equity/css/style.css)
13:05:09	394628/394628	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2260584-1dc09d84-fc44e3b421b71bc5;gz%22	https://www.indonez.com/html-demo/equity/fonts/fa-solid-900.ttf	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/fonts/fa-solid-900.ttf	(from https://www.indonez.com/html-demo/equity/css/style.css)
13:05:10	771/771	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Dec%202024%2007:35:10%20GMT	https://www.indonez.com/html-demo/equity/${qi(e	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/${qi(e	(from https://www.indonez.com/html-demo/equity/js/vendors/uikit.min.js)
13:05:11	187208/187208	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%222db48-1dc09d84-1ea7afabc9dc975d;gz%22	https://www.indonez.com/html-demo/equity/fonts/fa-brands-400.ttf	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/fonts/fa-brands-400.ttf	(from https://www.indonez.com/html-demo/equity/css/style.css)
13:05:11	771/771	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Dec%202024%2007:35:11%20GMT	https://www.indonez.com/html-demo/equity/-find.html?category=	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/-finde1ce.html	(from https://www.indonez.com/html-demo/equity/js/utilities.min.js)
13:05:12	771/771	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Dec%202024%2007:35:12%20GMT	https://www.indonez.com/html-demo/equity/-find.html?tag=	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/-find4e94.html	(from https://www.indonez.com/html-demo/equity/js/utilities.min.js)
13:05:13	771/771	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Dec%202024%2007:35:13%20GMT	https://www.indonez.com/html-demo/equity/-find.html?	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/-findd41d.html	(from https://www.indonez.com/html-demo/equity/js/utilities.min.js)
13:05:14	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2004%20Dec%202024%2007:35:14%20GMT	https://www.indonez.com/html-demo/equity/sendmail.php	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/sendmail.php	(from https://www.indonez.com/html-demo/equity/js/utilities.min.js)
13:05:16	13551/13551	---MCZ	200	added ('OK')	text/javascript	etag:%22040a6bc79e67d61e09ee03730dd9560f%22	https://s3.tradingview.com/external-embedding/embed-widget-market-overview.js	/home/ishanj@nslon.goodmaysys.com/websites/fx/s3.tradingview.com/external-embedding/embed-widget-market-overview.js	(from https://www.indonez.com/html-demo/equity/js/vendors/tradingview-widget.min.js)
13:05:17	20736/20736	---MCZ	200	added ('OK')	text/javascript	etag:%225eece16d10d8932b75db9d137ab81107%22	https://s3.tradingview.com/tv.js	/home/ishanj@nslon.goodmaysys.com/websites/fx/s3.tradingview.com/tv.js	(from https://www.indonez.com/html-demo/equity/js/vendors/tradingview-widget.min.js)
13:05:17	771/771	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Dec%202024%2007:35:17%20GMT	https://www.indonez.com/html-demo/equity/GET	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/GET	(from https://www.indonez.com/html-demo/equity/js/vendors/particles.min.js)
13:05:18	771/771	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Dec%202024%2007:35:18%20GMT	https://www.indonez.com/html-demo/equity/Error%20pJS%20-%20No%20image.src	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/Error%20pJS%20-%20No%20image.src	(from https://www.indonez.com/html-demo/equity/js/vendors/particles.min.js)
13:05:19	771/771	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Dec%202024%2007:35:19%20GMT	https://www.indonez.com/html-demo/equity/GET	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/GET	(from https://www.indonez.com/html-demo/equity/js/vendors/particles.min.js)
13:05:20	18721/18721	---M--	200	added ('OK')	text/html	etag:%224921-646b167d-c234d97d559ec76d;;;%22	https://www.indonez.com/html-demo/equity/blog/the-typical-us-household-is-spending-445-more-a.html	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/blog/the-typical-us-household-is-spending-445-more-a.html	(from https://www.indonez.com/html-demo/equity/blog.html)
13:05:21	0/-1	---M--	302	error ('')			https://www.indonez.com/html-demo/equity/https://getuikit.com/docs/introduction	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/https_/getuikit.com/docs/introduction.62.delayed	(from https://www.indonez.com/html-demo/equity/blog/the-typical-us-household-is-spending-445-more-a.html)
13:05:22	18466/18466	---M--	200	added ('OK')	text/html	etag:%224822-646b167d-c35bf42b84d27bdd;;;%22	https://www.indonez.com/html-demo/equity/blog/biden-and-harris-celebrate-kwanzaa-in-social-media.html	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/blog/biden-and-harris-celebrate-kwanzaa-in-social-media.html	(from https://www.indonez.com/html-demo/equity/blog.html)
13:05:22	0/-1	---M--	302	error ('')			https://www.indonez.com/html-demo/equity/https://getuikit.com/docs/introduction	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/https_/getuikit.com/docs/introduction.63.delayed	(from https://www.indonez.com/html-demo/equity/blog/biden-and-harris-celebrate-kwanzaa-in-social-media.html)
13:05:24	26689/26689	---M--	200	added ('OK')	text/html	etag:%226841-66c81dd8-af2b147bf66186fb;;;%22	https://www.indonez.com/html-demo/equity/	/home/ishanj@nslon.goodmaysys.com/websites/fx/www.indonez.com/html-demo/equity/index-2.html	(from https://www.indonez.com/html-demo/equity/blog/the-typical-us-household-is-spending-445-more-a.html)
